Gene name (systematic),Gene name (standard),ref,Class,M (Beyer)1,L (in codon),alpha_phys,J_phys,rho_phys,Jmax,rho_max
YBR057C,MUM2,287,smooth,"0,3",367,"0,06974","0,06408","0,01157","0,25163","0,05671"
YBR058C,UBP14,288,hybrid,"0,79",782,"0,06463","0,05983","0,01036","0,23667","0,05486"
YBR058C-A,TSC3,289,smooth,"5,21",81,#N/A,#N/A,#N/A,"0,32440","0,08667"
YBR059C,AKL1,290,abrupt,"1,18",1109,"0,04157","0,03833","0,00689","0,24911","0,08368"
YBR060C,ORC2,291,abrupt,"0,42",621,"0,03985","0,03741","0,00696","0,23552","0,09922"
YBR061C,TRM7,292,hybrid,"1,59",311,"0,10212","0,09180","0,01667","0,28977","0,07233"
YBR062C,,293,smooth,"3,92",181,"0,34322","0,21296","0,04172","0,25799","0,06050"
YBR063C,,294,abrupt,"0,75",405,"0,06411","0,05827","0,01002","0,27720","0,08400"
YBR064W,,295,hybrid,"0,09",143,"0,17841","0,14248","0,03349","0,25873","0,08960"
YBR065C,ECM2,296,abrupt,"0,08",365,"0,05865","0,05462","0,01043","0,23379","0,09493"
YBR066C,NRG2,297,smooth,"0,54",221,"0,10988","0,09675","0,01879","0,24720","0,05869"
YBR067C,TIP1,298,hybrid,"10,18",211,#N/A,#N/A,#N/A,"0,43337","0,07102"
YBR068C,BAP2,299,hybrid,"4,06",610,"0,08959","0,08027","0,01360","0,30140","0,07909"
YBR069C,TAT1,300,abrupt,"4,38",620,"0,08267","0,07538","0,01379","0,26416","0,08486"
YBR070C,ALG14,301,hybrid,"0,68",238,"0,17240","0,13043","0,02798","0,25468","0,07800"
YBR071W,,302,hybrid,"0,87",212,"0,11739","0,10189","0,01974","0,24251","0,07428"
YBR072W,HSP26,303,smooth,"0,33",215,"0,11672","0,10167","0,01309","0,39300","0,06764"
YBR073W,RDH54,304,#NV,"3,12",925,"0,05103","0,04691","0,00828","0,21545","0,07437"
YBR074W,,305,abrupt,"0,16",977,"0,18318","0,14095","0,02903","0,20817","0,07502"
YBR076W,ECM8,306,abrupt,"0,1",340,"0,06697","0,05941","0,01043","0,29486","0,07641"
YBR077C,SLM4,307,abrupt,"0,88",163,"0,08842","0,07620","0,01344","0,29759","0,08645"
YBR078W,ECM33,308,abrupt,"5,35",469,"0,14924","0,13245","0,01522","0,32863","0,10683"
YBR079C,RPG1,309,abrupt,"4,76",965,"0,12130","0,10169","0,01328","0,34224","0,08671"
YBR080C,SEC18,310,abrupt,"1,58",759,"0,09190","0,08019","0,01277","0,29081","0,07530"
YBR081C,SPT7,311,abrupt,"0,38",1333,"0,02219","0,02164","0,00359","0,22909","0,08181"
YBR082C,UBC4,312,hybrid,"13,06",149,"0,21231","0,17665","0,02412","0,44983","0,09124"
YBR083W,TEC1,313,abrupt,"2,36",487,"0,06363","0,05633","0,01125","0,20342","0,08439"
YBR084C-A,RPL19A,314,smooth,"36,54",190,#N/A,#N/A,#N/A,"0,49448","0,05328"
YBR084W,MIS1,315,smooth,"4,36",976,"0,07081","0,06305","0,01022","0,26960","0,05283"
YBR085W,AAC3,317,hybrid,"0,86",308,"0,12403","0,10902","0,01667","0,30412","0,07723"
YBR086C,IST2,318,abrupt,"5,75",947,"0,05306","0,04727","0,00787","0,24265","0,07063"
YBR087W,RFC5,319,smooth,"1,58",355,"0,07502","0,06797","0,01243","0,28487","0,06462"
YBR088C,POL30,320,abrupt,"5,46",259,"0,16289","0,13688","0,02152","0,31426","0,09657"
YBR089C-A,NHP6B,321,smooth,"3,76",100,#N/A,#N/A,#N/A,"0,33869","0,06617"
YBR089W,,322,hybrid,"0,07",200,"0,19984","0,13240","0,02766","0,27290","0,08153"
YBR090C,,323,abrupt,"1,97",123,"0,16649","0,11987","0,02599","0,25448","0,09271"
YBR091C,TIM12,324,smooth,"1,16",110,#N/A,#N/A,#N/A,"0,25058","0,07102"
YBR092C,PHO3,325,abrupt,"5,07",468,"0,20917","0,15925","0,02099","0,32935","0,07950"
YBR093C,PHO5,326,abrupt,"2,6",468,"0,21313","0,17296","0,02113","0,45064","0,08086"
YBR094W,PBY1,327,abrupt,"0,35",754,"0,14079","0,11288","0,01829","0,26848","0,07074"
YBR095C,RXT2,328,abrupt,"0,75",431,"0,07425","0,06525","0,01147","0,25096","0,08762"
YBR096W,,329,smooth,"2,89",231,"0,10592","0,09007","0,01576","0,25214","0,05094"
YBR097W,VPS15,330,abrupt,"0,36",1455,"0,02202","0,02107","0,00379","0,23853","0,07070"
YBR098W,MMS4,331,abrupt,"3,88",692,"0,06444","0,05801","0,01082","0,23227","0,07922"
YBR099C,,332,hybrid,"0,25",128,"0,22960","0,17558","0,04289","0,22164","0,07915"
YBR101C,FES1,333,hybrid,"2,09",291,"0,14206","0,11561","0,02014","0,30539","0,07491"
YBR102C,EXO84,334,abrupt,"0,17",754,"0,03913","0,03775","0,00718","0,23641","0,08624"
YBR103W,SIF2,336,abrupt,"0,86",536,"0,06366","0,05771","0,01109","0,26248","0,08255"
YBR104W,YMC2,337,smooth,"0,91",330,"0,08118","0,06790","0,01258","0,26952","0,06961"
YBR105C,VID24,338,smooth,"1,54",363,"0,06119","0,05577","0,01081","0,25389","0,06470"
YBR106W,PHO88,339,smooth,"18,6",189,"0,20414","0,15770","0,01873","0,47323","0,07057"
YBR107C,IML3,340,abrupt,"0,77",246,"0,06517","0,05959","0,01075","0,28750","0,09958"
YBR108W,AIM3,341,hybrid,"0,11",948,"0,03243","0,03143","0,00625","0,20825","0,06096"
YBR109C,CMD1,342,smooth,"6,95",148,"0,21410","0,15296","0,02555","0,25685","0,05695"
YBR110W,ALG1,344,smooth,"0,42",450,"0,12253","0,09807","0,01740","0,26208","0,05318"
YBR111C,YSA1,345,smooth,"3,82",232,"0,13163","0,11259","0,01627","0,35417","0,07215"
YBR112C,CYC8,346,smooth,"1,09",967,"0,05581","0,05197","0,00934","0,22567","0,04675"
YBR113W,,347,abrupt,"0,57",161,"0,54310","0,24380","0,05900","0,27104","0,09643"
YBR114W,RAD16,348,abrupt,"0,25",791,"0,03342","0,03211","0,00560","0,27763","0,08423"
YBR115C,LYS2,349,smooth,"1,97",1393,"0,08026","0,07221","0,01085","0,25037","0,04172"
YBR116C,,350,smooth,"0,1",176,"0,13350","0,09869","0,02297","0,22828","0,06947"
YBR117C,TKL2,351,smooth,"0,07",682,"0,03241","0,03112","0,00521","0,28381","0,06264"
YBR118W,TEF2,352,smooth,"195,19",459,"0,17989","0,15038","0,01407","0,69076","0,07955"
YBR119W,MUD1,353,hybrid,"0,56",299,"0,09722","0,08614","0,01864","0,22465","0,07738"
YBR120C,CBP6,354,hybrid,"0,53",163,"0,26966","0,17565","0,02941","0,35753","0,08530"
YBR121C,GRS1,355,abrupt,"7,88",668,"0,14944","0,12581","0,01514","0,35598","0,09222"
YBR122C,MRPL36,356,smooth,"1,09",178,"0,12363","0,10686","0,01664","0,37484","0,07695"
YBR123C,TFC1,357,smooth,"0,81",650,"0,05913","0,05064","0,00846","0,24799","0,04583"
YBR124W,,358,smooth,"0,08",120,"0,30933","0,19496","0,04208","0,27960","0,08214"
YBR125C,PTC4,359,abrupt,"0,93",394,"0,10677","0,08830","0,01556","0,27284","0,08001"
YBR126C,TPS1,360,smooth,"3,08",496,"0,13439","0,11085","0,01948","0,24857","0,04867"
YBR127C,VMA2,362,abrupt,"4,34",518,"0,15689","0,13259","0,01785","0,32059","0,07801"
YBR128C,ATG14,363,abrupt,"0,07",345,"0,07491","0,06847","0,01433","0,24697","0,08733"
YBR129C,OPY1,364,hybrid,"0,82",329,"0,04197","0,03990","0,00701","0,28849","0,07260"
YBR130C,SHE3,365,abrupt,"0,74",426,"0,07630","0,06410","0,01056","0,30759","0,09182"
YBR131W,CCZ1,366,smooth,"0,28",705,"0,03772","0,03546","0,00627","0,24410","0,05547"
YBR132C,AGP2,367,hybrid,"0,21",597,"0,05329","0,05036","0,00891","0,27527","0,06969"
YBR133C,HSL7,368,hybrid,"0,94",828,"0,04108","0,03879","0,00711","0,25861","0,06739"
YBR134W,,369,smooth,"0,09",134,"0,17641","0,14841","0,03526","0,23099","0,07820"
YBR135W,CKS1,370,abrupt,"1,67",151,"0,24918","0,18822","0,04443","0,23137","0,09679"
YBR136W,MEC1,371,abrupt,"0,28",2369,"0,02140","0,02039","0,00364","0,24452","0,07874"
YBR137W,,372,abrupt,"1,22",180,"0,15675","0,13398","0,02149","0,33437","0,08636"
YBR138C,,373,smooth,"0,03",525,"0,07839","0,06558","0,01165","0,25873","0,05339"
YBR139W,,374,smooth,"0,88",509,"0,16849","0,12277","0,02248","0,20791","0,04113"
YBR140C,IRA1,375,smooth,"0,68",3093,"0,01640","0,01621","0,00291","0,18842","0,03799"
YBR141C,,376,abrupt,"0,7",338,"0,08625","0,07420","0,01424","0,26380","0,09060"
YBR142W,MAK5,377,hybrid,"2,61",774,"0,06664","0,05970","0,00959","0,25213","0,05599"
YBR143C,SUP45,378,hybrid,"6,87",438,"0,12241","0,10739","0,01455","0,29210","0,05967"
YBR144C,,379,smooth,"0,09",105,"0,46846","0,23043","0,04821","0,30749","0,07750"
YBR145W,ADH5,380,abrupt,"0,82",352,"0,20159","0,14649","0,02131","0,29353","0,08922"
YBR146W,MRPS9,381,smooth,"2,26",279,"0,05618","0,04874","0,00909","0,26382","0,06527"
YBR147W,RTC2,382,hybrid,"0,08",297,"0,06457","0,06022","0,01196","0,21813","0,07658"
YBR148W,YSW1,383,abrupt,"0,11",610,"0,14933","0,11998","0,01961","0,27227","0,08623"
YBR149W,ARA1,384,hybrid,"2,5",345,"0,13273","0,11208","0,01753","0,31533","0,06877"
YBR150C,TBS1,385,abrupt,"0,2",1095,"0,02375","0,02329","0,00405","0,26310","0,08403"
YBR151W,APD1,386,hybrid,"2,34",317,"0,04835","0,04643","0,00806","0,27893","0,08288"
YBR152W,SPP381,387,hybrid,"0,09",292,"0,11091","0,09250","0,01597","0,30731","0,07817"
YBR153W,RIB7,388,hybrid,"0,93",245,"0,09019","0,08083","0,01621","0,27546","0,07802"
YBR154C,RPB5,389,abrupt,"4,27",216,"0,15639","0,13745","0,02011","0,32352","0,09123"
YBR155W,CNS1,390,abrupt,"1,28",386,"0,09216","0,08186","0,01338","0,29224","0,08046"
YBR156C,SLI15,391,abrupt,"0,34",699,"0,10546","0,09058","0,01598","0,22506","0,08820"
YBR157C,ICS2,392,hybrid,"0,53",256,"0,22047","0,17113","0,03180","0,27833","0,06883"
YBR158W,AMN1,393,abrupt,"5,15",550,"0,05093","0,04715","0,00894","0,23886","0,07168"
YBR159W,IFA38,394,smooth,5,348,"0,13675","0,10000","0,01631","0,22614","0,04112"
YBR160W,CDC28,395,hybrid,"2,1",299,"0,12946","0,11175","0,01811","0,33388","0,08369"
YBR161W,CSH1,396,smooth,"0,26",377,"0,07816","0,06586","0,01236","0,25620","0,06402"
YBR162C,TOS1,397,smooth,"7,46",456,"0,15408","0,11794","0,01575","0,36969","0,05810"
YBR162W-A,YSY6,398,hybrid,"4,24",66,#N/A,#N/A,#N/A,"0,26481","0,09460"
YBR163W,EXO5,399,abrupt,"0,76",586,"0,02253","0,02166","0,00382","0,25775","0,07558"
YBR164C,ARL1,400,hybrid,"2,33",184,"0,12375","0,10618","0,01754","0,28551","0,07407"
YBR165W,UBS1,401,smooth,"0,88",278,"0,09071","0,07952","0,01587","0,24706","0,06433"
YBR166C,TYR1,402,abrupt,"1,22",453,"0,10110","0,08625","0,01515","0,29178","0,09153"
YBR167C,POP7,403,smooth,"0,39",141,"0,20799","0,15419","0,02572","0,35866","0,08361"
YBR168W,PEX32,404,abrupt,"0,03",414,"0,04266","0,04093","0,00754","0,22934","0,08651"
YBR169C,SSE2,405,abrupt,"0,47",694,"0,05171","0,04873","0,00754","0,29210","0,09301"
YBR170C,NPL4,406,abrupt,"0,68",581,"0,07709","0,06664","0,01289","0,26344","0,09169"
YBR171W,SEC66,407,smooth,"3,36",207,"0,13374","0,11498","0,01972","0,28836","0,06419"
YBR172C,SMY2,408,smooth,"1,35",741,"0,03312","0,03185","0,00534","0,24949","0,05435"
YBR173C,UMP1,409,smooth,"1,78",149,"0,17857","0,14956","0,02776","0,29077","0,07038"
YBR174C,,410,abrupt,"0,07",105,"0,22518","0,17604","0,03880","0,26763","0,10188"
YBR175W,SWD3,411,smooth,"0,66",316,"0,08192","0,06991","0,01412","0,24699","0,06055"
YBR176W,ECM31,412,abrupt,"0,36",313,"0,11083","0,09680","0,01726","0,29677","0,08544"
YBR177C,EHT1,413,abrupt,"1,38",452,"0,12964","0,11323","0,01990","0,22489","0,08161"
YBR178W,,414,hybrid,"0,07",125,"0,49930","0,25871","0,06989","0,27002","0,08537"
YBR179C,FZO1,415,abrupt,"0,24",856,"0,08673","0,07946","0,01397","0,25165","0,09440"
YBR180W,DTR1,416,abrupt,"0,22",573,"0,05420","0,05012","0,00897","0,27737","0,09253"
YBR181C,RPS6B,417,smooth,"65,22",237,"0,15182","0,13442","0,01226","0,74015","0,07867"
YBR182C,SMP1,418,abrupt,"0,12",453,"0,07368","0,06919","0,01238","0,28790","0,08948"
YBR183W,YPC1,419,abrupt,"0,52",317,"0,09457","0,08323","0,01611","0,26013","0,08833"
YBR184W,,420,hybrid,"0,11",524,"0,03949","0,03728","0,00691","0,27056","0,08328"
YBR185C,MBA1,421,smooth,"1,02",279,"0,09390","0,07704","0,01458","0,26639","0,06956"
YBR186W,PCH2,422,abrupt,"0,09",565,"0,02905","0,02791","0,00526","0,23848","0,08923"
YBR187W,GDT1,423,hybrid,"3,25",281,"0,06384","0,05870","0,00952","0,31379","0,07456"
YBR188C,NTC20,424,abrupt,"0,56",141,"0,21076","0,15023","0,03231","0,26589","0,09471"
YBR189W,RPS9B,425,smooth,"17,99",196,"0,28962","0,23148","0,02096","0,72061","0,07088"
YBR190W,,426,hybrid,"0,19",104,"0,19982","0,15987","0,02977","0,33359","0,08924"
YBR191W-A,,427,smooth,"3,88",25,"0,08489","0,07657","0,01285","0,47941","0,09564"
YBR191W,RPL21A,428,smooth,227,161,#N/A,#N/A,#N/A,"0,47745","0,05679"
YBR192W,RIM2,429,abrupt,"0,86",378,"0,06185","0,05777","0,00980","0,27435","0,08653"
YBR193C,MED8,430,abrupt,"0,25",224,"0,11366","0,09588","0,01748","0,29424","0,09137"
YBR194W,AIM4,431,smooth,"0,46",124,"0,17730","0,14752","0,02910","0,24844","0,06815"
YBR195C,MSI1,432,abrupt,"0,7",423,"0,03942","0,03680","0,00672","0,24089","0,07611"
YBR196C,PGI1,433,hybrid,"14,13",555,"0,22449","0,18197","0,01847","0,55171","0,08023"
YBR197C,,434,hybrid,"0,27",218,"0,05106","0,04777","0,00930","0,27812","0,07878"
YBR198C,TAF5,435,smooth,"1,74",799,"0,09208","0,07296","0,01280","0,23846","0,04769"
YBR199W,KTR4,436,smooth,"1,83",465,"0,15529","0,10050","0,01935","0,21991","0,04627"
YBR200W,BEM1,437,abrupt,"0,72",552,"0,08455","0,07342","0,01262","0,22083","0,06939"
YBR201W,DER1,438,smooth,"0,86",212,"0,11227","0,09109","0,01663","0,24404","0,05282"
YBR202W,MCM7,439,smooth,"0,7",846,"0,10142","0,07783","0,01326","0,23343","0,04482"
YBR203W,COS111,440,abrupt,"0,27",925,"0,04409","0,04003","0,00671","0,28265","0,07381"
YBR204C,LDH1,441,hybrid,"0,57",376,"0,05786","0,05301","0,01052","0,23497","0,07198"
YBR205W,KTR3,442,abrupt,"1,44",405,"0,12098","0,10385","0,01763","0,29354","0,07849"
YBR206W,,443,smooth,"3,22",108,"2,05485","0,23765","0,06426","0,23953","0,06577"
YBR207W,FTH1,444,abrupt,"3,31",466,"0,09282","0,08236","0,01550","0,20951","0,08107"
YBR208C,"DUR1,2",445,smooth,"0,96",1836,"0,04419","0,04164","0,00658","0,22870","0,04062"
YBR209W,,446,smooth,"0,07",106,#N/A,#N/A,#N/A,"0,29442","0,07091"
YBR210W,ERV15,447,smooth,"1,47",143,"0,09475","0,07858","0,01641","0,25442","0,06291"
YBR211C,AME1,448,hybrid,"0,56",325,"0,07459","0,06878","0,01322","0,24746","0,08178"
YBR212W,NGR1,449,abrupt,"0,83",673,"0,06644","0,06230","0,01182","0,16718","0,08771"
YBR213W,MET8,450,abrupt,"0,54",275,"0,07834","0,06652","0,01304","0,24651","0,10060"
YBR214W,SDS24,451,hybrid,"0,6",528,"0,03473","0,03255","0,00600","0,24335","0,06347"
YBR215W,HPC2,452,smooth,"0,38",626,"0,04592","0,04224","0,00684","0,29953","0,05910"
YBR216C,YBP1,453,abrupt,"0,35",675,"0,03811","0,03525","0,00674","0,21106","0,06511"
YBR217W,ATG12,454,hybrid,"0,38",187,"0,07313","0,06344","0,01306","0,25244","0,07707"
YBR218C,PYC2,455,smooth,"2,42",1181,"0,07881","0,07061","0,00965","0,29766","0,04633"
YBR219C,,456,hybrid,"0,03",128,"0,22424","0,16094","0,03374","0,28272","0,08621"
YBR220C,,457,abrupt,"0,89",561,"0,05151","0,04763","0,00852","0,27016","0,08477"
YBR221C,PDB1,458,hybrid,"4,91",367,"0,12502","0,10727","0,01462","0,36163","0,07069"
YBR222C,PCS60,459,abrupt,"0,81",544,"0,08521","0,07745","0,01300","0,27652","0,08778"
YBR223C,TDP1,460,abrupt,"0,11",545,"0,05665","0,05237","0,01038","0,24795","0,08203"
YBR224W,,461,smooth,"0,11",172,"0,20201","0,14112","0,03098","0,26432","0,07077"
YBR225W,,462,abrupt,"0,39",901,"0,03731","0,03608","0,00611","0,27598","0,08843"
YBR226C,,463,abrupt,"0,29",137,#N/A,#N/A,#N/A,"0,26000","0,09964"
YBR227C,MCX1,464,abrupt,"0,39",521,"0,06937","0,06439","0,01065","0,28965","0,07468"
YBR228W,SLX1,465,smooth,"0,17",305,"0,09118","0,06744","0,01322","0,23472","0,05083"
YBR229C,ROT2,466,#NV,"0,54",955,"0,08573","0,06927","0,01175","0,26667","0,08901"
YBR230C,OM14,467,hybrid,"1,76",135,"0,26475","0,20359","0,03881","0,29264","0,08314"
YBR231C,SWC5,468,abrupt,"0,7",304,"0,09450","0,08159","0,01690","0,22801","0,10101"
YBR232C,,469,hybrid,"0,2",120,"0,29857","0,18758","0,04402","0,25484","0,08063"
YBR233W,PBP2,470,smooth,"0,25",414,"0,08364","0,07431","0,01340","0,28121","0,06946"
YBR234C,ARC40,472,hybrid,"1,71",385,"0,13420","0,11696","0,01849","0,24239","0,05586"
YBR235W,,473,smooth,"0,68",1121,"0,05821","0,05122","0,00979","0,24810","0,06113"
YBR236C,ABD1,474,abrupt,"1,06",437,"0,07723","0,06832","0,01150","0,29596","0,07983"
YBR237W,PRP5,475,hybrid,"0,33",850,"0,04402","0,04154","0,00766","0,25114","0,06660"
YBR238C,,476,abrupt,"0,56",732,"0,07181","0,06400","0,00947","0,27601","0,05872"
YBR239C,ERT1,477,abrupt,"0,24",530,"0,02708","0,02625","0,00477","0,26778","0,08510"
YBR240C,THI2,478,abrupt,"0,1",451,"0,03878","0,03490","0,00727","0,21925","0,09664"
YBR241C,,479,abrupt,"1,24",489,"0,06884","0,06353","0,01198","0,26113","0,08648"
YBR242W,,480,abrupt,"1,74",239,"0,10131","0,08636","0,01589","0,27841","0,08877"
YBR243C,ALG7,481,smooth,"0,95",449,"0,11883","0,08633","0,01492","0,27052","0,05642"
YBR244W,GPX2,482,hybrid,"1,25",163,"0,28201","0,21462","0,03296","0,35016","0,07037"
YBR245C,ISW1,483,abrupt,"0,65",1130,"0,07416","0,06875","0,01109","0,27089","0,06570"
YBR246W,RRT2,484,smooth,"1,35",388,"0,04487","0,04256","0,00815","0,24690","0,06160"
YBR247C,ENP1,485,abrupt,"1,39",484,"0,11166","0,09717","0,01642","0,28317","0,08557"
YBR248C,HIS7,486,abrupt,"1,6",553,"0,11185","0,09864","0,01629","0,29420","0,08011"
YBR249C,ARO4,487,smooth,"8,52",371,"0,17872","0,14951","0,01801","0,35385","0,05125"
YBR250W,SPO23,488,abrupt,"0,13",524,"0,09506","0,08110","0,01435","0,27592","0,08904"
YBR251W,MRPS5,489,smooth,"0,5",308,"0,13008","0,10091","0,01825","0,24557","0,04981"
YBR252W,DUT1,490,hybrid,"4,62",148,"0,15202","0,12662","0,01931","0,37110","0,08223"
YBR253W,SRB6,491,smooth,"0,62",122,"0,12561","0,09889","0,02108","0,29082","0,07701"
YBR254C,TRS20,492,abrupt,"1,73",176,"0,10352","0,08841","0,01632","0,30100","0,09575"
YBR255W,MTC4,494,abrupt,"0,4",695,"0,03368","0,03216","0,00607","0,21122","0,07794"
YBR256C,RIB5,495,hybrid,"1,58",239,"0,13934","0,11892","0,02056","0,29597","0,06830"
YBR257W,POP4,496,smooth,"0,67",280,"0,14929","0,11779","0,02231","0,24366","0,05512"
YBR258C,SHG1,497,abrupt,"0,39",143,"0,14773","0,12438","0,02228","0,28721","0,09885"
YBR259W,,498,hybrid,"0,13",689,"0,03287","0,03161","0,00561","0,27098","0,07006"
YBR260C,RGD1,499,abrupt,"0,68",667,"0,11353","0,09894","0,01722","0,27413","0,09469"
YBR261C,TAE1,500,hybrid,"2,47",233,"0,11013","0,09479","0,01784","0,27966","0,07210"
YBR262C,AIM5,501,hybrid,"2,64",107,"0,55467","0,27313","0,06355","0,29356","0,08421"
YBR263W,SHM1,502,smooth,"3,98",491,"0,10677","0,09316","0,01358","0,32272","0,05880"
YBR264C,YPT10,503,smooth,"1,35",200,"0,10659","0,09087","0,01831","0,27732","0,07701"
YBR265W,TSC10,504,hybrid,"2,01",321,"0,08884","0,07968","0,01462","0,28366","0,08030"
YBR266C,SLM6,505,hybrid,"0,09",151,"0,23999","0,16506","0,03737","0,23646","0,07788"
YBR267W,REI1,506,abrupt,"1,28",394,"0,09695","0,08083","0,01457","0,28966","0,08574"
YBR268W,MRPL37,507,smooth,"2,72",106,"0,55063","0,21384","0,05921","0,22264","0,06659"
YBR269C,FMP21,508,smooth,1,139,"0,10423","0,09095","0,02006","0,23184","0,07348"
YBR270C,BIT2,509,abrupt,"0,32",546,"0,02010","0,01979","0,00376","0,26090","0,09486"
YBR271W,EFM2,510,hybrid,"0,75",420,"0,07154","0,06320","0,01280","0,23705","0,06799"
YBR272C,HSM3,511,smooth,"0,35",481,"0,08460","0,07294","0,01345","0,24101","0,05269"
YBR273C,UBX7,512,abrupt,"1,08",437,"0,07562","0,06973","0,01290","0,25501","0,08873"
YBR274W,CHK1,513,smooth,"0,92",528,"0,03961","0,03517","0,00622","0,26001","0,05270"
YBR275C,RIF1,514,hybrid,"0,39",1917,"0,03297","0,03125","0,00566","0,22710","0,06287"
YBR276C,PPS1,515,abrupt,"1,73",808,"0,01346","0,01303","0,00250","0,21385","0,06311"
YBR277C,,516,smooth,"0,07",134,"0,17952","0,12544","0,02815","0,22038","0,06492"
YBR278W,DPB3,517,abrupt,"0,54",202,"0,09094","0,08267","0,01571","0,25987","0,09049"
YBR279W,PAF1,518,smooth,"1,36",446,"0,09464","0,08206","0,01341","0,28208","0,05985"
YBR280C,SAF1,519,hybrid,"0,41",638,"0,04359","0,04140","0,00722","0,30579","0,06961"
YBR281C,DUG2,520,smooth,"0,66",879,"0,07386","0,06591","0,01048","0,28412","0,05567"
YBR282W,MRPL27,521,smooth,"2,11",147,"0,11748","0,10028","0,01748","0,33260","0,07927"
YBR283C,SSH1,522,smooth,"5,64",491,"0,11683","0,10369","0,01457","0,30443","0,05198"
YBR284W,,523,abrupt,"0,09",798,"0,04919","0,04401","0,00846","0,24592","0,06623"
YBR285W,,524,hybrid,"0,14",145,"0,18538","0,13679","0,02322","0,32948","0,09062"
YBR286W,APE3,525,hybrid,"9,32",538,"0,13790","0,12276","0,01661","0,34309","0,06467"
YBR287W,,526,hybrid,"1,46",428,"0,09044","0,08083","0,01409","0,28091","0,07302"
YBR288C,APM3,527,hybrid,"0,96",484,"0,16691","0,13417","0,02489","0,25441","0,06606"
YBR289W,SNF5,528,hybrid,"0,47",906,"0,04704","0,04281","0,00868","0,17833","0,05471"
YBR290W,BSD2,529,smooth,"1,05",322,"0,09327","0,07471","0,01400","0,26719","0,06441"
YBR291C,CTP1,530,abrupt,"0,7",300,"0,10762","0,09423","0,01661","0,29045","0,09119"
YBR292C,,531,smooth,"0,35",124,"0,30754","0,19705","0,04328","0,23623","0,05957"
YBR293W,VBA2,532,hybrid,"0,79",475,"0,02102","0,02055","0,00425","0,20696","0,06864"
YBR294W,SUL1,533,smooth,"0,09",860,"0,01427","0,01390","0,00235","0,26321","0,05786"
YBR295W,PCA1,534,abrupt,"0,4",1217,"0,01310","0,01303","0,00231","0,23046","0,08651"
YBR296C,PHO89,535,hybrid,"0,33",575,"0,16678","0,14210","0,02056","0,34795","0,06651"
YBR297W,MAL33,536,hybrid,"0,17",469,"0,04485","0,04283","0,00825","0,23361","0,06728"
YBR298C,MAL31,537,smooth,"0,24",615,"0,09290","0,08142","0,01433","0,25579","0,05531"
YBR299W,MAL32,538,abrupt,"0,17",585,"0,14009","0,12252","0,02001","0,29925","0,08796"
YBR300C,,539,hybrid,"0,08",166,"0,18079","0,14948","0,03024","0,27943","0,09192"
YBR301W,PAU24,540,smooth,"1,4",121,"0,31742","0,23127","0,02450","0,64918","0,09066"
YBR302C,COS2,541,hybrid,"1,8",380,#N/A,#N/A,#N/A,"0,22630","0,05973"
YCL001W,RER1,542,abrupt,"0,58",189,#N/A,#N/A,#N/A,"0,35277","0,09471"
YCL001W-A,,543,abrupt,"0,14",154,#N/A,#N/A,#N/A,"0,37386","0,08647"
YCL002C,,545,smooth,"0,96",252,"0,13081","0,09970","0,01961","0,27362","0,07051"
YCL004W,PGS1,546,hybrid,"3,88",522,"0,02418","0,02276","0,00424","0,24272","0,06577"
YCL005W,LDB16,547,smooth,"0,58",257,"0,03987","0,03667","0,00785","0,25305","0,06799"
YCL007C,,548,abrupt,"0,23",131,"0,09849","0,08657","0,01646","0,29269","0,09675"
YCL008C,STP22,549,abrupt,"0,24",386,"0,07956","0,07417","0,01570","0,19356","0,07171"
YCL009C,ILV6,550,smooth,"3,79",310,"0,06222","0,05639","0,00884","0,31687","0,05813"
YCL010C,SGF29,551,abrupt,"0,62",260,"0,07581","0,06765","0,01339","0,27273","0,09355"
YCL011C,GBP2,552,hybrid,"6,72",428,"0,08968","0,07591","0,01226","0,30835","0,07923"
YCL014W,BUD3,553,abrupt,"3,88",1637,"0,04452","0,03983","0,00683","0,27415","0,07926"
YCL016C,DCC1,554,abrupt,"0,33",381,"0,09328","0,08066","0,01532","0,27699","0,08415"
YCL017C,NFS1,555,hybrid,"2,66",498,"0,10384","0,08865","0,01405","0,27612","0,05822"
YCL018W,LEU2,556,smooth,"3,03",365,"0,06005","0,05618","0,00703","0,36797","0,06024"
YCL022C,,558,hybrid,"3,88",172,"0,16864","0,13171","0,03057","0,23623","0,08151"
YCL023C,,559,smooth,"0,09",116,"0,55391","0,24793","0,05011","0,29868","0,06600"
YCL024W,KCC4,560,abrupt,"0,17",1038,"0,02621","0,02540","0,00479","0,22693","0,08001"
YCL025C,AGP1,561,smooth,"2,04",634,"0,13299","0,09852","0,01577","0,27167","0,05394"
