,gene,experimental translation rate per transcript [s^-1],modelled translation rate [s^-1],transcript abundance,initiation rate [s^-1],ORF length [nts],CAI
323,YIR024C,0.172603523716,0.0799435028249,1.0,2.52219580899e-06,651.0,0.746035424951
324,YDL111C,0.13413989899,0.221468926554,6.0,1.08256786206e-06,798.0,0.711456097115
325,YKL159C,0.111880074328,0.0522598870057,1.0,1.6165776771e-06,636.0,0.738668055177
326,YDR059C,0.256994690206,0.13785700161,2.0,1.88564302891e-06,447.0,0.755949211323
327,YJL158C,0.255984095339,12.0921494958,48.0,8.48421001535e-06,684.0,0.828402351369
328,YLR396C,0.103316662288,0.0463289923444,2.0,7.11642374234e-07,2076.0,0.730115265095
329,YBR245C,0.0665662045231,0.254244470183,5.0,1.46165982224e-06,3390.0,0.766633198836
330,YJL216C,0.00982920267972,,,,1746.0,0.753280439824
331,YBR210W,0.104994419722,0.177683615819,4.0,1.31240522047e-06,429.0,0.719259774827
332,YPL103C,0.0492526975512,0.0389830508475,1.0,9.80388790027e-07,1407.0,0.712090677293
333,YIL103W,0.113069070992,0.16384180791,3.0,1.56992182306e-06,1278.0,0.770751424303
334,YIL152W,0.075019902414,0.0200570637589,1.0,5.89375561347e-07,708.0,0.649783460665
335,YJR096W,0.124808762537,0.150847457627,3.0,1.49829986268e-06,849.0,0.749788205965
336,YGR143W,0.0227107473701,0.0511313878923,2.0,7.94603197337e-07,2316.0,0.745470078626
337,YGR112W,0.0168606837607,0.042372881356,1.0,1.18623656955e-06,1170.0,0.703644124256
338,YLR256W,0.0236796649126,,,,4509.0,0.727228808011
339,YOR012W,0.148004172156,0.057346252719,1.0,1.57304487999e-06,414.0,0.695792227598
340,YIR001C,0.0958321864059,0.149435028249,2.0,2.24999541558e-06,753.0,0.734194186396
341,YMR324C,0.161841875546,,,,243.0,
342,YDR317W,0.0517999269806,,0.0,1.34695062239e-06,1245.0,0.763891656267
343,YDR478W,0.162487452414,0.0435028248588,1.0,1.30408206155e-06,597.0,0.701986518177
344,YNL106C,0.017915259009,0.0206220514704,1.0,6.89193332796e-07,3552.0,0.733009907361
345,YFR015C,0.0538981008961,0.0415265967965,1.0,1.23816701687e-06,2127.0,0.736397259147
346,YMR230W,0.34300891992,,,,318.0,0.863056114503
347,YIL092W,0.0316553388777,,0.0,4.26753415563e-07,1902.0,0.71139818856
348,YAR009C,0.0183613579403,,,,3591.0,0.741048183759
349,YLR453C,0.0469959442914,,0.0,7.92880238871e-07,1188.0,0.733764397706
350,YGR052W,0.093107987988,,0.0,1.266086741e-06,1110.0,0.731582747656
351,YJR161C,0.211605334596,,,,1152.0,0.717549625594
352,YOR278W,0.123833062509,0.0587570621469,2.0,9.65380563676e-07,828.0,0.733514081248
353,YNL085W,0.102866917065,0.569225119354,17.0,9.72755142074e-07,2493.0,0.786048775471
354,YGL061C,0.140171871945,0.15593220339,3.0,1.48290019764e-06,744.0,0.75636728208
355,YPL210C,0.112210764523,0.374293785311,8.0,1.36925717767e-06,1923.0,0.757418814241
356,YGL234W,0.0903089852447,1.92604310856,28.0,2.05843077604e-06,2409.0,0.757896538957
357,YOR347C,0.074823198454,0.172881355932,3.0,1.68818224761e-06,1521.0,0.691898252368
358,YPR093C,0.0651456689077,0.0310743241335,1.0,9.59512433544e-07,867.0,0.633706247902
359,YAL029C,0.0249767807148,0.0839006751604,5.0,4.40197811502e-07,4416.0,0.742515607123
360,YOL155C,0.0199591159529,,,,2904.0,0.764057361519
361,YDR421W,0.035920861613,0.0237294838837,2.0,3.41518240877e-07,2853.0,0.718502503563
362,YDR294C,0.138579746619,0.268086669115,6.0,1.21320534906e-06,1770.0,0.737704692697
363,YHR135C,0.0666694308577,0.346610169492,7.0,1.31300139325e-06,1617.0,0.727021993347
364,YDR543C,0.213743030303,,,,300.0,
365,YBR181C,0.172488559755,,,,711.0,0.828000612567
366,YOR078W,0.0324364106178,,,,645.0,0.736712822256
367,YOR243C,0.0712149709801,0.367514124294,7.0,1.47931875291e-06,2031.0,0.766732641953
368,YMR165C,0.0229182204431,0.0576287465748,2.0,8.16831351424e-07,2589.0,0.720650721076
369,YGR296W,0.0172263665141,,,,5580.0,0.658193927792
370,YPR055W,0.0198624708625,0.0545213141615,2.0,8.2585724898e-07,3198.0,0.757181847428
371,YHR037W,0.142401530934,0.346892655367,6.0,1.72396776742e-06,1728.0,0.763428975266
372,YLR032W,0.06408997928,0.0350292381141,1.0,9.44171812336e-07,3510.0,0.742434354573
373,YDR114C,0.240846684668,,,,303.0,0.658431576211
374,YLL030C,0.313356654262,,,,342.0,
375,YLL065W,0.150388241388,,,,351.0,
376,YBR099C,0.365671006944,,,,384.0,
377,YBL027W,0.217501772542,,,,570.0,0.80142074424
378,YOL060C,0.103329074336,0.10593519591,3.0,1.03216200575e-06,2121.0,0.698889328745
379,YNL208W,0.212297807342,3.93570439843,34.0,3.49168172123e-06,600.0,0.724588454833
380,YNL232W,0.108634698521,0.307627118644,5.0,1.74877153222e-06,879.0,0.730940129596
381,YDL076C,0.0688284540318,0.133898305085,3.0,1.25319126085e-06,885.0,0.729063136691
382,YOR225W,0.347538025712,,,,330.0,
383,YDR120C,0.138791089529,0.378248587571,8.0,1.32080120872e-06,1713.0,0.732814957337
384,YLR465C,0.273431960381,,,,309.0,
385,YJL192C,0.102427466151,0.659604519774,15.0,1.41476845331e-06,705.0,0.728994142075
386,YLR054C,0.0377986295706,,,,2175.0,0.735138893898
387,YLR009W,0.178253909091,1.68366338032,13.0,4.00862137505e-06,600.0,0.802321771968
388,YKL116C,0.0421798330122,0.0596062035651,2.0,8.04909181562e-07,1557.0,0.718270022029
389,YGR238C,0.0384827722297,0.0121472357976,1.0,3.66976799251e-07,2649.0,0.713267560424
390,YLR105C,0.055632675966,0.0251419531625,1.0,6.49586762952e-07,1134.0,0.708676085338
391,YHR191C,0.246846720941,0.121186440678,2.0,1.76695058863e-06,402.0,0.651309544292
392,YDL098C,0.117651437451,0.0957627118645,2.0,1.33844444042e-06,585.0,0.721136329185
393,YLR202C,0.359116648189,,,,327.0,
394,YKR005C,0.0494146374459,,,,1578.0,0.73750560897
395,YMR143W,0.0944799261652,,,,432.0,0.860381418686
396,YCR063W,0.113968546222,0.05197740113,1.0,1.67208796587e-06,474.0,0.628278439445
397,YNL189W,0.15424365385,1.56694915254,18.0,2.57491499939e-06,1629.0,0.806803903571
398,YCL047C,0.142457053157,0.105084745763,2.0,1.54222327427e-06,777.0,0.708053421326
399,YDL018C,0.111735049611,0.211299435028,4.0,1.61154376294e-06,678.0,0.721026863841
400,YNL303W,0.218739289446,,,,348.0,
401,YPR160W,0.136809065181,0.148591768129,3.0,1.46771895338e-06,2709.0,0.769223910625
402,YBL060W,0.0284686398872,0.0322042995565,1.0,9.40319896778e-07,2064.0,0.728790630315
403,YBR019C,0.0450970764791,,,,2100.0,0.761821433835
404,YKL056C,0.160571248196,46.62758835,319.0,4.33409240151e-06,504.0,0.797752790744
405,YGR160W,0.202691176471,,,,612.0,
406,YDL163W,0.34445749575,,,,303.0,
407,YJR057W,0.15356330587,0.211299435028,4.0,1.5590261559e-06,651.0,0.735043267292
408,YGL211W,0.172604233052,0.0878531073447,3.0,7.86106112282e-07,1080.0,0.68987597383
409,YFL032W,0.147675162843,,,,321.0,
410,YLR377C,0.0905761048884,,,,1047.0,0.714527243137
411,YBL063W,0.0185829790713,0.0225995084607,1.0,5.78724977234e-07,3336.0,0.738121690231
412,YAL059W,0.0970909090909,0.400282485876,6.0,1.99219469004e-06,639.0,0.746179622568
413,YNL007C,0.177120410908,2.27966101695,21.0,3.78662078644e-06,1059.0,0.765640879406
414,YPL148C,0.126256213824,,,,522.0,0.727653071876
415,YMR021C,0.0853944637765,0.0675160315264,2.0,8.67403201639e-07,1254.0,0.747246725347
416,YMR074C,0.17103902034,1.39834458601,19.0,2.20585319548e-06,438.0,0.758920193603
417,YIL015C-A,0.15068956229,,,,,
418,YGR203W,0.218713931259,0.141525423729,3.0,1.44613235559e-06,447.0,0.537588943238
419,YJR039W,0.0177128234214,,0.0,3.54552296303e-07,3366.0,0.731443662441
420,YOR104W,0.0716752328943,0.0454802259887,1.0,1.32896960771e-06,849.0,0.7423946179
421,YLR297W,0.113504895105,0.0372881355932,2.0,5.40754964864e-07,390.0,0.683786918031
422,YDR216W,0.0272118869969,0.0228820023165,1.0,6.2715311134e-07,3972.0,0.757991146832
423,YIL120W,0.0343925424457,,,,1692.0,0.740611589874
424,YPL162C,0.0198688343287,0.0587570621469,2.0,9.09181034017e-07,822.0,0.694635151495
425,YGR095C,0.138664870495,0.243502824859,4.0,1.80126859405e-06,672.0,0.713464576754
426,YCL027W,0.0134608659696,0.0392666459505,1.0,1.09965802317e-06,1539.0,0.699530437877
427,YHR029C,0.202819996576,0.272316384181,4.0,1.99350960764e-06,885.0,0.7586879483
428,YAL033W,0.130243469175,0.16186440678,4.0,1.20549984168e-06,522.0,0.632858824842
429,YNL130C,0.149155713764,0.437853107345,10.0,1.23033789303e-06,1182.0,0.762165604844
430,YNR036C,0.159729634002,0.66384180791,15.0,1.29187185983e-06,462.0,0.643716492743
431,YNR049C,0.164055177366,0.104519774011,2.0,1.6635029756e-06,633.0,0.677116402817
432,YDR192C,0.106346879468,0.0646892655368,1.0,1.90667860485e-06,1293.0,0.730010679519
433,YOL112W,0.0728292478538,0.0271186440678,1.0,5.90152676744e-07,1479.0,0.693426095825
434,YML109W,0.00701603521964,0.0367242012486,1.0,9.72116663704e-07,2829.0,0.73355661432
435,YOL083W,0.0950607674811,,0.0,9.30695096122e-07,1239.0,0.730717612274
436,YNL251C,0.0353494844276,0.281638418079,5.0,1.67088000598e-06,1728.0,0.74282833257
437,YBR266C,0.0371839587932,,,,453.0,
438,YBL004W,0.013797981418,0.141807909605,10.0,4.45936271396e-07,7482.0,0.749169426386
439,YBR164C,0.212934046992,0.92768361582,10.0,2.70253267027e-06,552.0,0.77627068789
440,YHR074W,0.119830627958,0.347184948728,8.0,1.2864028111e-06,2145.0,0.742922308443
441,YDR464W,0.0520905841141,0.0500014124693,2.0,6.87960559199e-07,4308.0,0.73996630834
442,YFR030W,0.0164093249093,0.0994378372271,3.0,9.86610639404e-07,3108.0,0.783264631839
443,YBR131W,0.0474078114478,0.0293793609989,1.0,8.24938567929e-07,2115.0,0.7193479762
444,YKL078W,0.0256651844532,0.0669510438148,2.0,9.66577655101e-07,2208.0,0.729338971603
445,YIL055C,0.0827889725278,,0.0,7.52887129339e-07,1884.0,0.710900988489
446,YPL053C,0.284235464262,0.351129943503,7.0,1.37514807672e-06,1341.0,0.767605100592
447,YLR351C,0.136183914487,0.486440677966,11.0,1.31600225092e-06,876.0,0.695799660181
448,YNR014W,0.105673068715,,0.0,2.57872738459e-06,639.0,0.614391534491
449,YKL032C,0.142100597953,0.234187406424,4.0,1.86400843721e-06,1794.0,0.720384814137
450,YER125W,0.0624949245542,0.600581937343,14.0,1.21344044981e-06,2430.0,0.760073687913
451,YER152C,0.0721556283556,0.134463276836,7.0,4.94541172783e-07,1332.0,0.611373777612
452,YLR015W,0.0689420589292,0.0483064493348,1.0,1.26684659638e-06,1518.0,0.721880559932
453,YHR116W,0.151090311005,0.0584745762712,1.0,1.82284462516e-06,456.0,0.61907208404
454,YPL259C,0.0947103386809,0.118079096045,3.0,1.10788154129e-06,1428.0,0.758252486424
455,YGR093W,0.040339596755,0.0694934885167,2.0,9.9557871894e-07,1524.0,0.720083164861
456,YDL037C,0.0796111111111,,,,987.0,0.793052201828
457,YLR442C,0.019645928127,0.0355942258256,1.0,8.85432219982e-07,2937.0,0.738946873889
458,YHL043W,0.0381525784157,,,,513.0,0.736469342773
459,YPR070W,0.0354424135535,0.0624311421227,2.0,7.89608138845e-07,1701.0,0.752024496664
460,YOR386W,0.0392502409252,0.0372891889602,1.0,1.10610768446e-06,1698.0,0.760833041112
461,YDR397C,0.236920471685,0.42570621469,9.0,1.42472821991e-06,441.0,0.654330605749
462,YPR198W,0.0693463810903,0.088985564564,2.0,1.33827382593e-06,1632.0,0.723146099836
463,YHL038C,0.0300101810498,0.0350292381141,1.0,9.88753994216e-07,1893.0,0.704900725924
464,YLL053C,0.135608833432,,,,459.0,0.788093997816
465,YDR425W,0.0583112756963,0.0389841520947,1.0,1.25419682652e-06,1878.0,0.740558658374
466,YOR331C,0.231431226241,,,,558.0,
467,YML076C,0.0327259259259,0.0259894347298,1.0,7.09388900409e-07,2835.0,0.736710790413
468,YKR060W,0.123684146924,0.171186440678,3.0,1.54560294622e-06,825.0,0.719285216116
469,YER069W,0.0321649656285,0.0621486482669,2.0,8.76182839989e-07,2592.0,0.764313268878
470,YMR091C,0.0871651607821,0.389830508475,6.0,1.91807987005e-06,1308.0,0.744324769436
471,YER012W,0.203618476219,1.54802259887,21.0,2.26139560411e-06,597.0,0.76491777219
472,YHR098C,0.0482169762138,0.361309641516,11.0,9.51448393557e-07,2790.0,0.753517789735
473,YDL135C,0.19096401453,1.16440677966,11.0,3.29304889189e-06,609.0,0.769705486759
474,YCR093W,0.0104964294438,0.231079974011,9.0,7.26490892998e-07,6327.0,0.766095080381
475,YBR069C,0.100081259368,0.612429378531,18.0,9.46099057203e-07,1860.0,0.725892188286
476,YGL040C,0.153091115234,0.860169491526,11.0,2.31780045544e-06,1029.0,0.751397959596
477,YCR104W,0.0495148282828,,,,375.0,0.806363123101
478,YDR512C,0.0913320438427,0.290677966102,4.0,2.23244256439e-06,564.0,0.682087566467
479,YPR012W,0.246341889483,,,,255.0,
480,YGR255C,0.0472678661616,0.10197740113,4.0,7.4216456423e-07,1440.0,0.74543758977
481,YDL051W,0.130031613234,1.59689265537,22.0,2.08634704707e-06,828.0,0.74835184191
482,YBL102W,0.116387205387,0.285028248588,8.0,1.02782551067e-06,648.0,0.681416459666
483,YGL044C,0.188237220692,0.153107344633,2.0,2.51384940561e-06,891.0,0.701466583659
484,YLR120C,0.123854538366,0.201983106868,4.0,1.41926130511e-06,1710.0,0.71675173367
485,YEL043W,0.034938983355,0.0497189186136,3.0,4.5637585858e-07,2871.0,0.727076918768
486,YNL068C,0.0229544576706,0.0663860561033,2.0,8.97868538231e-07,2589.0,0.722065052338
487,YJL169W,0.274043155129,,,,369.0,
488,YAL043C-A,0.303145855379,,,,,
489,YDR146C,0.109445061886,0.151981694398,3.0,1.39998980851e-06,2130.0,0.750739301905
490,YBR112C,0.0796828272383,,,,2901.0,0.773208866026
491,YBL081W,0.0625741151351,,,,1107.0,0.683274631469
492,YFL040W,0.0356817901753,,,,1623.0,0.70959165947
493,YNL326C,0.0645869975722,0.0542388203057,2.0,7.17186353721e-07,1011.0,0.73140196518
494,YDR337W,0.0774059761377,0.247175141243,4.0,1.9802512439e-06,861.0,0.729277238218
495,YJL061W,0.0468223353988,0.132772112207,4.0,9.82003924493e-07,2142.0,0.746719908485
496,YPR147C,0.0749744659712,0.171186440678,4.0,1.18807151018e-06,915.0,0.740726901011
497,YKL131W,0.0317471844886,,,,522.0,
498,YDR441C,0.111645521146,0.170903954802,5.0,1.03077724217e-06,546.0,0.725693476077
499,YPL094C,0.0838526461801,0.807627118645,15.0,1.5802022652e-06,825.0,0.716060761688
500,YOR101W,0.157508211144,0.29209039548,5.0,1.71991022129e-06,930.0,0.73251462197
501,YDR231C,0.179492340885,0.135028248588,3.0,1.32395583252e-06,618.0,0.652222061477
502,YJL112W,0.024461707989,0.0429390660753,2.0,6.08562682299e-07,2145.0,0.727078467386
503,YFL066C,0.0122715192639,,,,1179.0,0.647648229841
504,YNL193W,0.09688626877,0.0686460069494,2.0,9.24614959377e-07,1677.0,0.743293150931
505,YML058W,0.238562770563,6.20413006018,38.0,5.06715237435e-06,315.0,0.729761833575
506,YBR188C,0.162156458199,0.136440677966,2.0,2.07932966997e-06,423.0,0.682887148896
507,YER034W,0.188618192679,0.152824858757,2.0,2.24173349231e-06,558.0,0.625235184591
508,YJR076C,0.0927948717949,0.500847457627,7.0,2.09357599737e-06,1248.0,0.731526994029
509,YKL157W,0.0818702883536,0.756518545722,11.0,1.97117232175e-06,2859.0,0.776247192069
510,YPR129W,0.108266975469,0.681920903955,9.0,2.34545585426e-06,1050.0,0.750396890926
511,YDL113C,0.0512146614349,0.0613011666997,2.0,8.6165088976e-07,1923.0,0.748139553436
512,YMR135C,0.0494504253057,0.0299443487104,1.0,7.65271766497e-07,1368.0,0.666842074888
513,YGL007W,0.287632916466,,,,378.0,
514,YBR247C,0.0990328491527,0.383898305085,5.0,2.108259735e-06,1452.0,0.759401424709
515,YLR185W,0.0762843450479,42.2325489421,246.0,5.64019800491e-06,267.0,0.811338843097
516,YJL210W,0.0767888814617,0.045197740113,3.0,4.59158894978e-07,816.0,0.652730747014
517,YAL010C,0.0135403426982,0.0310734463277,1.0,1.02326762692e-06,1482.0,0.735900427664
518,YIL154C,0.152254533811,0.135875706215,2.0,1.96120980598e-06,1041.0,0.553344033887
519,YIL101C,0.0359235409652,,0.0,1.05276191193e-06,1944.0,0.671941345995
520,YKL004W,0.0544653248907,0.254519774011,10.0,6.879967673e-07,1206.0,0.748732200737
521,YOR208W,0.0262488399306,0.0149721743552,1.0,3.80354685272e-07,2253.0,0.750402435829
522,YPL154C,0.227731320595,2.96073446328,33.0,2.59655609621e-06,1218.0,0.794800757604
523,YPL101W,0.0783139071238,0.133333333333,3.0,1.20351581248e-06,1371.0,0.699126852263
524,YLR258W,0.113855017598,0.269499138394,6.0,1.24126369288e-06,2118.0,0.744750339414
525,YBR178W,0.180811636364,,,,375.0,
526,YJR098C,0.0279382852919,,0.0,1.20280938317e-06,1971.0,0.759815185114
527,YHR176W,0.0580326527305,,0.0,9.21793616302e-07,1299.0,0.703051854786
528,YJR018W,0.205988229401,,,,363.0,
529,YMR326C,0.199516328332,,,,309.0,
530,YDL244W,0.198914961936,,,,1023.0,0.786277245742
531,YDR319C,0.0801069972452,0.040961609085,1.0,1.17207325514e-06,825.0,0.731981054162
532,YKL095W,0.0695347018573,0.0793785310735,1.0,2.17775950912e-06,837.0,0.698565822871
533,YOL099C,0.228350640552,,,,492.0,
534,YIL094C,0.15483213859,1.23474576271,20.0,1.67065915061e-06,1116.0,0.791440680461
535,YLR451W,0.0218574356872,0.0299443487104,1.0,6.95390987135e-07,2661.0,0.734796413263
536,YFR017C,0.186901783137,,0.0,1.33880908038e-06,588.0,0.614827783379
537,YIL076W,0.109540199214,0.893785310735,13.0,1.94974168583e-06,891.0,0.760616988455
538,YNR077C,0.335443161022,,,,255.0,0.754681589416
539,YOL044W,0.0902996896044,0.0341807909605,1.0,1.04432808965e-06,1152.0,0.709220515768
540,YLR323C,0.0793371794872,0.0477401129944,1.0,1.35578333671e-06,780.0,0.677315538123
541,YOR085W,0.258603810182,0.515254237288,9.0,1.69656887365e-06,1053.0,0.711724850357
542,YGR054W,0.109155564981,0.767231638419,11.0,2.06059158207e-06,1929.0,0.759587844016
543,YOR050C,0.055035701846,,,,348.0,
544,YNL087W,0.0623516256715,0.23249244329,8.0,8.90427880816e-07,3537.0,0.75243123694
545,YGR114C,0.656353131313,,,,390.0,
546,YLR318W,0.00714472407693,,0.0,2.17812214166e-07,2655.0,0.756610569793
547,YOR341W,0.0303659477659,0.88985564564,24.0,1.04638616895e-06,4995.0,0.806865286712
548,YDR296W,0.160126258176,0.25,5.0,1.46245072034e-06,681.0,0.646091177251
549,YGL232W,0.125644671746,0.479378531074,8.0,1.68732083306e-06,870.0,0.761405689759
550,YPR091C,0.0998732552503,0.139551964745,5.0,7.56638450752e-07,2313.0,0.756596394433
551,YGR141W,0.172884490201,0.0638418079096,1.0,2.03201241775e-06,1404.0,0.712611587333
552,YAR030C,0.422766259082,,,,342.0,
553,YJR158W,0.0286234528382,,,,1704.0,0.734232419925
554,YHR137W,0.123529004048,0.227118644068,5.0,1.283899888e-06,1542.0,0.73846924926
555,YBR187W,0.0860785074949,0.692372881356,13.0,1.54388979321e-06,843.0,0.738106514266
556,YMR198W,0.0324979882862,0.0449165230657,2.0,7.03315938687e-07,1785.0,0.712215010755
557,YCR003W,0.201854369785,0.270338983051,3.0,2.63440031238e-06,552.0,0.76480256405
558,YMR316C-B,0.205143865843,,,,309.0,
559,YMR316C-A,0.0604327894328,,,,312.0,0.706248012708
560,YDR342C,0.155653777707,,,,1713.0,0.833168852639
561,YMR163C,0.0246120267834,0.0112994350283,1.0,4.17232127628e-07,2118.0,0.725150738033
562,YGR294W,0.0549901494282,,,,363.0,0.773739457314
563,YEL008W,0.177245048914,,,,381.0,
564,YLL067C,0.0139171041724,,,,3618.0,0.648184255977
565,YBR020W,0.0117793435298,,,,1587.0,0.757523385473
566,YLR418C,0.134905860637,0.249152542373,3.0,2.49702086593e-06,1182.0,0.741649981413
567,YDR112W,0.192729626361,,,,309.0,
568,YPL153C,0.00930001966133,0.0282493855759,1.0,8.397029972e-07,2466.0,0.728506511268
569,YBL025W,0.144968659195,0.128248587571,2.0,1.91447505281e-06,438.0,0.699022935897
570,YOL066C,0.0115909261534,0.0717534393627,2.0,1.00791778851e-06,1776.0,0.701715857204
571,YDR126W,0.0614553547343,,0.0,7.19713143721e-07,1011.0,0.682292778021
572,YPL216W,0.00491594091413,,0.0,4.64292602323e-07,3309.0,0.720602725274
573,YOR223W,0.126500758438,0.0689285008051,1.0,2.02148615416e-06,879.0,0.651578243338
574,YEL022W,0.0164061021171,0.158479053081,6.0,7.42616938526e-07,4380.0,0.755641956383
575,YHR072W,0.0656726693161,0.118929913274,4.0,8.27169870967e-07,2196.0,0.726950935501
576,YDL074C,0.00853562731451,0.172886239724,6.0,8.23243990037e-07,2103.0,0.738545623597
577,YLR463C,0.02536352657,,,,552.0,
578,YJL190C,0.198883645616,59.7033814515,293.0,6.39619647638e-06,393.0,0.831930415527
579,YMR218C,0.0183787466689,0.046893980056,2.0,6.44934679484e-07,3309.0,0.738064881497
580,YNL265C,0.118074296416,0.225423728814,3.0,2.17306188587e-06,897.0,0.72592449364
581,YLL049W,0.0775781144781,0.05197740113,4.0,3.68717342731e-07,540.0,0.70244805196
582,YHR211W,0.00623362810259,,,,3228.0,0.767789406562
583,YJL042W,0.023427040238,0.0903980338428,4.0,6.83505729766e-07,4197.0,0.698567142179
584,YNL301C,0.0745270530074,,,,561.0,0.818902044621
585,YDR333C,0.0304013058764,0.105087714342,3.0,1.04622132326e-06,2172.0,0.756230917668
586,YMR058W,0.0553596546311,2.22881355932,48.0,1.29873349416e-06,1911.0,0.711511921
587,YDR061W,0.0664744930789,0.0824882058816,3.0,8.12866162295e-07,1620.0,0.697190472897
588,YOR290C,0.0118535887039,0.0957654171022,5.0,6.00280064059e-07,5112.0,0.74976810059
589,YKL114C,0.155368988801,0.324576271187,5.0,1.81631738959e-06,1104.0,0.754127566638
590,YML024W,0.175964254192,,,,411.0,0.823665030569
591,YML093W,0.0867151537598,0.363569592362,5.0,2.00724071076e-06,2700.0,0.768588259858
592,YHR197W,0.0828746377386,0.109607616034,3.0,1.0684363434e-06,2292.0,0.766935975957
593,YDR276C,0.305894300144,5.93660837877,46.0,4.03345244125e-06,168.0,0.745573402023
594,YLR200W,0.352059104084,0.994943359983,9.0,3.44349445046e-06,345.0,0.759054373958
595,YKR003W,0.192408391262,0.239830508475,7.0,9.76895704459e-07,1347.0,0.758016237241
